hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,N,S,E,W,Date
1,257.0,-20,-15.0,1025.0,2.67,0,0,1,0,1,0,2010-01-14 01:00:00
2,174.0,-20,-15.0,1025.0,0.89,0,0,1,0,0,1,2010-01-14 02:00:00
3,164.0,-20,-16.0,1025.0,1.78,0,0,1,0,0,1,2010-01-14 03:00:00
4,161.0,-20,-16.0,1024.0,3.57,0,0,1,0,0,1,2010-01-14 04:00:00
5,137.0,-21,-17.0,1024.0,6.7,0,0,1,0,0,1,2010-01-14 05:00:00
6,92.0,-19,-14.0,1023.0,10.72,0,0,1,0,0,1,2010-01-14 06:00:00
7,64.0,-21,-17.0,1023.0,13.85,0,0,1,0,0,1,2010-01-14 07:00:00
8,87.0,-19,-15.0,1024.0,15.64,0,0,1,0,0,1,2010-01-14 08:00:00
9,87.0,-19,-14.0,1024.0,18.77,0,0,1,0,0,1,2010-01-14 09:00:00
10,84.0,-18,-10.0,1024.0,22.79,0,0,1,0,0,1,2010-01-14 10:00:00
11,95.0,-17,-9.0,1023.0,24.58,0,0,1,0,0,1,2010-01-14 11:00:00
12,79.0,-16,-6.0,1023.0,26.37,0,0,1,0,0,1,2010-01-14 12:00:00
13,75.0,-17,-5.0,1022.0,28.16,0,0,1,0,0,1,2010-01-14 13:00:00
14,79.0,-16,-5.0,1022.0,29.95,0,0,1,0,0,1,2010-01-14 14:00:00
15,86.0,-15,-4.0,1022.0,33.08,0,0,1,0,0,1,2010-01-14 15:00:00
16,72.0,-16,-4.0,1023.0,0.89,0,0,0,0,0,0,2010-01-14 16:00:00
17,89.0,-15,-5.0,1025.0,1.79,0,0,0,1,1,0,2010-01-14 17:00:00
18,94.0,-14,-3.0,1026.0,5.81,0,0,1,0,0,1,2010-01-14 18:00:00
19,69.0,-16,-3.0,1027.0,11.62,0,0,1,0,0,1,2010-01-14 19:00:00
20,49.0,-15,-4.0,1029.0,20.56,0,0,1,0,0,1,2010-01-14 20:00:00
21,33.0,-16,-5.0,1031.0,24.58,0,0,1,0,0,1,2010-01-14 21:00:00
22,27.0,-17,-6.0,1032.0,3.13,0,0,1,0,1,0,2010-01-14 22:00:00
23,20.0,-18,-6.0,1033.0,8.05,0,0,1,0,1,0,2010-01-14 23:00:00
0,36.0,-19,-7.0,1034.0,13.86,0,0,1,0,1,0,2010-01-15 00:00:00
1,37.0,-17,-8.0,1035.0,5.81,0,0,1,0,0,1,2010-01-15 01:00:00
2,30.0,-18,-10.0,1035.0,11.62,0,0,1,0,0,1,2010-01-15 02:00:00
3,18.0,-19,-10.0,1036.0,14.75,0,0,1,0,0,1,2010-01-15 03:00:00
4,21.0,-19,-9.0,1036.0,19.67,0,0,1,0,0,1,2010-01-15 04:00:00
5,13.0,-19,-9.0,1036.0,7.15,0,0,1,0,1,0,2010-01-15 05:00:00
6,23.0,-20,-9.0,1037.0,12.96,0,0,1,0,1,0,2010-01-15 06:00:00
7,26.0,-19,-9.0,1037.0,18.77,0,0,1,0,1,0,2010-01-15 07:00:00
8,27.0,-19,-8.0,1038.0,22.79,0,0,1,0,1,0,2010-01-15 08:00:00
9,30.0,-19,-8.0,1039.0,28.6,0,0,1,0,1,0,2010-01-15 09:00:00
10,28.0,-19,-7.0,1039.0,35.75,0,0,1,0,1,0,2010-01-15 10:00:00
11,26.0,-18,-6.0,1039.0,41.56,0,0,1,0,1,0,2010-01-15 11:00:00
12,26.0,-18,-5.0,1039.0,45.58,0,0,1,0,1,0,2010-01-15 12:00:00
13,31.0,-17,-4.0,1038.0,1.79,0,0,1,0,0,1,2010-01-15 13:00:00
14,35.0,-16,-3.0,1037.0,0.89,0,0,0,0,0,0,2010-01-15 14:00:00
15,36.0,-17,-3.0,1037.0,1.78,0,0,0,0,0,0,2010-01-15 15:00:00
16,37.0,-17,-2.0,1037.0,2.23,0,0,0,0,0,0,2010-01-15 16:00:00
17,64.0,-15,-5.0,1036.0,0.89,0,0,0,1,1,0,2010-01-15 17:00:00
18,83.0,-15,-6.0,1036.0,0.89,0,0,0,0,0,0,2010-01-15 18:00:00
19,91.0,-15,-6.0,1037.0,1.78,0,0,0,0,0,0,2010-01-15 19:00:00
20,90.0,-14,-6.0,1037.0,1.79,0,0,0,1,1,0,2010-01-15 20:00:00
21,102.0,-14,-8.0,1036.0,3.58,0,0,0,1,1,0,2010-01-15 21:00:00
22,94.0,-14,-10.0,1037.0,0.89,0,0,0,0,0,0,2010-01-15 22:00:00
23,87.0,-15,-11.0,1036.0,1.78,0,0,0,0,0,0,2010-01-15 23:00:00
0,141.0,-15,-11.0,1036.0,2.67,0,0,0,0,0,0,2010-01-16 00:00:00
1,211.0,-16,-13.0,1036.0,0.89,0,0,1,0,1,0,2010-01-16 01:00:00
2,242.0,-16,-12.0,1036.0,0.89,0,0,0,0,0,0,2010-01-16 02:00:00
3,271.0,-16,-13.0,1035.0,0.89,0,0,1,0,1,0,2010-01-16 03:00:00
4,249.0,-15,-12.0,1035.0,1.78,0,0,1,0,1,0,2010-01-16 04:00:00
5,200.0,-14,-10.0,1034.0,1.79,0,0,1,0,0,1,2010-01-16 05:00:00
6,147.0,-15,-10.0,1034.0,2.68,0,0,1,0,0,1,2010-01-16 06:00:00
7,114.0,-15,-11.0,1034.0,4.47,0,0,1,0,0,1,2010-01-16 07:00:00
8,102.0,-15,-11.0,1034.0,6.26,0,0,1,0,0,1,2010-01-16 08:00:00
9,108.0,-14,-9.0,1034.0,8.05,0,0,1,0,0,1,2010-01-16 09:00:00
10,135.0,-14,-9.0,1034.0,9.84,0,0,1,0,0,1,2010-01-16 10:00:00
11,120.0,-13,-6.0,1034.0,0.89,0,0,0,0,0,0,2010-01-16 11:00:00
12,148.0,-13,-5.0,1033.0,1.79,0,0,1,0,0,1,2010-01-16 12:00:00
13,127.0,-12,-4.0,1031.0,0.89,0,0,0,0,0,0,2010-01-16 13:00:00
14,128.0,-12,-3.0,1031.0,1.78,0,0,0,0,0,0,2010-01-16 14:00:00
15,140.0,-12,-3.0,1030.0,2.67,0,0,0,0,0,0,2010-01-16 15:00:00
16,148.0,-11,-3.0,1030.0,3.56,0,0,0,0,0,0,2010-01-16 16:00:00
17,150.0,-11,-4.0,1031.0,0.89,0,0,1,0,1,0,2010-01-16 17:00:00
18,154.0,-12,-7.0,1031.0,0.89,0,0,0,0,0,0,2010-01-16 18:00:00
19,197.0,-12,-7.0,1032.0,1.78,0,0,0,0,0,0,2010-01-16 19:00:00
20,235.0,-12,-8.0,1032.0,2.23,0,0,0,0,0,0,2010-01-16 20:00:00
21,261.0,-12,-9.0,1032.0,3.12,0,0,0,0,0,0,2010-01-16 21:00:00
22,269.0,-13,-11.0,1032.0,0.89,0,0,1,0,0,1,2010-01-16 22:00:00
23,266.0,-14,-11.0,1032.0,2.68,0,0,1,0,0,1,2010-01-16 23:00:00
0,263.0,-15,-12.0,1032.0,5.81,0,0,1,0,0,1,2010-01-17 00:00:00
1,241.0,-14,-11.0,1032.0,0.45,0,0,0,0,0,0,2010-01-17 01:00:00
2,205.0,-14,-11.0,1031.0,1.34,0,0,0,0,0,0,2010-01-17 02:00:00
3,160.0,-14,-12.0,1031.0,1.79,0,0,1,0,0,1,2010-01-17 03:00:00
4,150.0,-14,-12.0,1031.0,3.58,0,0,1,0,0,1,2010-01-17 04:00:00
5,148.0,-14,-10.0,1030.0,6.71,0,0,1,0,0,1,2010-01-17 05:00:00
6,208.0,-14,-11.0,1030.0,9.84,0,0,1,0,0,1,2010-01-17 06:00:00
7,209.0,-15,-10.0,1030.0,11.63,0,0,1,0,0,1,2010-01-17 07:00:00
8,183.0,-13,-10.0,1030.0,14.76,0,0,1,0,0,1,2010-01-17 08:00:00
9,161.0,-13,-8.0,1030.0,17.89,0,0,1,0,0,1,2010-01-17 09:00:00
10,182.0,-12,-6.0,1030.0,0.45,0,0,0,0,0,0,2010-01-17 10:00:00
11,230.0,-11,-5.0,1030.0,1.34,0,0,0,0,0,0,2010-01-17 11:00:00
12,170.0,-11,-4.0,1029.0,2.23,0,0,0,0,0,0,2010-01-17 12:00:00
13,172.0,-11,-3.0,1028.0,3.12,0,0,0,0,0,0,2010-01-17 13:00:00
14,154.0,-10,-1.0,1027.0,4.01,0,0,0,0,0,0,2010-01-17 14:00:00
15,166.0,-11,-1.0,1027.0,4.46,0,0,0,0,0,0,2010-01-17 15:00:00
16,177.0,-10,-1.0,1026.0,0.89,0,0,0,1,1,0,2010-01-17 16:00:00
17,191.0,-10,-3.0,1026.0,1.78,0,0,0,1,1,0,2010-01-17 17:00:00
18,212.0,-10,-5.0,1027.0,2.67,0,0,0,1,1,0,2010-01-17 18:00:00
19,250.0,-10,-6.0,1027.0,0.89,0,0,1,0,1,0,2010-01-17 19:00:00
20,268.0,-11,-7.0,1027.0,0.45,0,0,0,0,0,0,2010-01-17 20:00:00
21,317.0,-10,-7.0,1027.0,0.9,0,0,0,0,0,0,2010-01-17 21:00:00
22,291.0,-11,-9.0,1027.0,1.35,0,0,0,0,0,0,2010-01-17 22:00:00
23,313.0,-12,-9.0,1027.0,0.89,0,0,1,0,1,0,2010-01-17 23:00:00
0,282.0,-12,-10.0,1028.0,0.89,0,0,0,0,0,0,2010-01-18 00:00:00
1,282.0,-13,-11.0,1028.0,3.13,0,0,1,0,0,1,2010-01-18 01:00:00
2,303.0,-11,-9.0,1028.0,4.92,0,0,1,0,0,1,2010-01-18 02:00:00
3,349.0,-13,-10.0,1028.0,6.71,0,0,1,0,0,1,2010-01-18 03:00:00
4,407.0,-13,-11.0,1028.0,7.6,0,0,1,0,0,1,2010-01-18 04:00:00
5,361.0,-13,-11.0,1027.0,1.79,0,0,1,0,1,0,2010-01-18 05:00:00
6,234.0,-14,-11.0,1028.0,0.89,0,0,1,0,0,1,2010-01-18 06:00:00
7,149.0,-14,-11.0,1028.0,4.02,0,0,1,0,0,1,2010-01-18 07:00:00
8,147.0,-14,-11.0,1028.0,5.81,0,0,1,0,0,1,2010-01-18 08:00:00
9,184.0,-11,-6.0,1028.0,9.83,0,0,1,0,0,1,2010-01-18 09:00:00
10,161.0,-10,-5.0,1028.0,11.62,0,0,1,0,0,1,2010-01-18 10:00:00
11,137.0,-9,-3.0,1028.0,13.41,0,0,1,0,0,1,2010-01-18 11:00:00
12,146.0,-8,-1.0,1027.0,15.2,0,0,1,0,0,1,2010-01-18 12:00:00
13,144.0,-9,0.0,1026.0,16.99,0,0,1,0,0,1,2010-01-18 13:00:00
14,154.0,-9,1.0,1025.0,1.79,0,0,1,0,1,0,2010-01-18 14:00:00
15,173.0,-9,1.0,1025.0,0.89,0,0,0,0,0,0,2010-01-18 15:00:00
16,188.0,-8,1.0,1025.0,0.89,0,0,0,1,1,0,2010-01-18 16:00:00
17,203.0,-7,-1.0,1025.0,2.68,0,0,0,1,1,0,2010-01-18 17:00:00
18,233.0,-7,-2.0,1025.0,0.89,0,0,0,0,0,0,2010-01-18 18:00:00
19,408.0,-7,-3.0,1025.0,0.89,0,0,0,1,1,0,2010-01-18 19:00:00
20,435.0,-5,-2.0,1026.0,0.89,0,0,0,0,0,0,2010-01-18 20:00:00
21,403.0,-5,-1.0,1026.0,1.79,0,0,1,0,0,1,2010-01-18 21:00:00
22,360.0,-5,-1.0,1026.0,3.58,0,0,1,0,0,1,2010-01-18 22:00:00
23,402.0,-6,-1.0,1026.0,0.89,0,0,0,0,0,0,2010-01-18 23:00:00
0,358.0,-4,-1.0,1025.0,1.79,0,0,1,0,0,1,2010-01-19 00:00:00
1,383.0,-5,-1.0,1024.0,4.92,0,0,1,0,0,1,2010-01-19 01:00:00
2,332.0,-5,-1.0,1024.0,6.71,0,0,1,0,0,1,2010-01-19 02:00:00
3,274.0,-5,-1.0,1023.0,8.5,0,0,1,0,0,1,2010-01-19 03:00:00
4,256.0,-4,-1.0,1022.0,10.29,0,0,1,0,0,1,2010-01-19 04:00:00
5,302.0,-4,-1.0,1021.0,11.18,0,0,1,0,0,1,2010-01-19 05:00:00
6,330.0,-4,-1.0,1021.0,12.07,0,0,1,0,0,1,2010-01-19 06:00:00
7,367.0,-4,-1.0,1021.0,13.86,0,0,1,0,0,1,2010-01-19 07:00:00
8,297.0,-4,0.0,1021.0,0.89,0,0,0,0,0,0,2010-01-19 08:00:00
9,331.0,-4,0.0,1021.0,1.79,0,0,1,0,0,1,2010-01-19 09:00:00
10,323.0,-4,0.0,1021.0,0.89,0,0,0,0,0,0,2010-01-19 10:00:00
11,339.0,-5,1.0,1021.0,1.79,0,0,1,0,0,1,2010-01-19 11:00:00
12,301.0,-5,1.0,1020.0,0.89,0,0,0,0,0,0,2010-01-19 12:00:00
13,310.0,-4,1.0,1019.0,1.34,0,0,0,0,0,0,2010-01-19 13:00:00
14,305.0,-4,1.0,1018.0,0.89,0,0,1,0,1,0,2010-01-19 14:00:00
15,313.0,-3,2.0,1018.0,0.45,0,0,0,0,0,0,2010-01-19 15:00:00
16,336.0,-3,2.0,1018.0,1.34,0,0,0,0,0,0,2010-01-19 16:00:00
17,357.0,-2,2.0,1018.0,0.89,0,0,1,0,1,0,2010-01-19 17:00:00
18,485.0,-3,1.0,1018.0,0.89,0,0,0,0,0,0,2010-01-19 18:00:00
19,426.0,-3,2.0,1020.0,1.79,0,0,1,0,0,1,2010-01-19 19:00:00
20,403.0,-3,1.0,1020.0,4.92,0,0,1,0,0,1,2010-01-19 20:00:00
21,374.0,-3,0.0,1021.0,6.71,0,0,1,0,0,1,2010-01-19 21:00:00
22,333.0,-3,0.0,1021.0,8.5,0,0,1,0,0,1,2010-01-19 22:00:00
23,343.0,-3,1.0,1020.0,11.63,0,0,1,0,0,1,2010-01-19 23:00:00
0,364.0,-2,0.0,1021.0,14.76,0,0,1,0,0,1,2010-01-20 00:00:00
1,389.0,-2,-1.0,1022.0,16.55,0,0,1,0,0,1,2010-01-20 01:00:00
2,368.0,-4,-2.0,1022.0,19.68,0,0,1,0,0,1,2010-01-20 02:00:00
3,267.0,-2,-1.0,1023.0,25.49,0,0,1,0,0,1,2010-01-20 03:00:00
4,71.0,-3,1.0,1023.0,28.62,0,0,1,0,0,1,2010-01-20 04:00:00
5,81.0,-3,0.0,1024.0,31.75,0,0,1,0,0,1,2010-01-20 05:00:00
6,51.0,-5,2.0,1026.0,36.67,0,0,1,0,0,1,2010-01-20 06:00:00
7,49.0,-9,1.0,1027.0,41.59,0,0,1,0,0,1,2010-01-20 07:00:00
8,44.0,-10,0.0,1028.0,48.74,0,0,1,0,0,1,2010-01-20 08:00:00
9,45.0,-10,0.0,1030.0,55.89,0,0,1,0,0,1,2010-01-20 09:00:00
10,35.0,-11,1.0,1032.0,63.04,0,0,1,0,0,1,2010-01-20 10:00:00
11,29.0,-13,0.0,1033.0,71.09,0,0,1,0,0,1,2010-01-20 11:00:00
12,27.0,-13,0.0,1033.0,78.24,0,0,1,0,0,1,2010-01-20 12:00:00
13,29.0,-13,-1.0,1033.0,8.05,0,0,1,0,1,0,2010-01-20 13:00:00
14,16.0,-13,-1.0,1032.0,7.15,0,0,1,0,0,1,2010-01-20 14:00:00
15,23.0,-15,-1.0,1032.0,5.81,0,0,1,0,1,0,2010-01-20 15:00:00
16,28.0,-14,-1.0,1033.0,5.81,0,0,1,0,0,1,2010-01-20 16:00:00
17,22.0,-15,-2.0,1033.0,12.96,0,0,1,0,0,1,2010-01-20 17:00:00
18,11.0,-16,-3.0,1034.0,21.01,0,0,1,0,0,1,2010-01-20 18:00:00
19,25.0,-17,-4.0,1035.0,28.16,0,0,1,0,0,1,2010-01-20 19:00:00
20,16.0,-19,-3.0,1036.0,37.99,0,0,1,0,0,1,2010-01-20 20:00:00
21,20.0,-18,-4.0,1037.0,46.93,0,0,1,0,0,1,2010-01-20 21:00:00
22,20.0,-19,-4.0,1038.0,55.87,0,0,1,0,0,1,2010-01-20 22:00:00
23,18.0,-19,-5.0,1038.0,65.7,0,0,1,0,0,1,2010-01-20 23:00:00
0,18.0,-20,-6.0,1038.0,75.53,0,0,1,0,0,1,2010-01-21 00:00:00
1,17.0,-20,-6.0,1038.0,85.36,0,0,1,0,0,1,2010-01-21 01:00:00
2,17.0,-20,-7.0,1038.0,95.19,0,0,1,0,0,1,2010-01-21 02:00:00
3,17.0,-22,-8.0,1038.0,103.24,0,0,1,0,0,1,2010-01-21 03:00:00
4,15.0,-23,-8.0,1038.0,111.29,0,0,1,0,0,1,2010-01-21 04:00:00
5,19.0,-24,-9.0,1038.0,118.44,0,0,1,0,0,1,2010-01-21 05:00:00
6,16.0,-24,-9.0,1038.0,128.27,0,0,1,0,0,1,2010-01-21 06:00:00
7,18.0,-25,-9.0,1038.0,138.1,0,0,1,0,0,1,2010-01-21 07:00:00
8,18.0,-25,-8.0,1039.0,147.04,0,0,1,0,0,1,2010-01-21 08:00:00
9,18.0,-25,-8.0,1039.0,155.98,0,0,1,0,0,1,2010-01-21 09:00:00
10,26.0,-22,-7.0,1039.0,160.9,0,0,1,0,0,1,2010-01-21 10:00:00
11,26.0,-22,-7.0,1038.0,3.13,0,0,1,0,1,0,2010-01-21 11:00:00
12,25.0,-22,-5.0,1037.0,4.02,0,0,1,0,0,1,2010-01-21 12:00:00
13,24.0,-21,-5.0,1035.0,3.13,0,0,1,0,1,0,2010-01-21 13:00:00
14,15.0,-21,-4.0,1034.0,1.79,0,0,0,1,1,0,2010-01-21 14:00:00
15,17.0,-20,-3.0,1034.0,1.79,0,0,1,0,1,0,2010-01-21 15:00:00
16,15.0,-21,-2.0,1033.0,4.92,0,0,1,0,0,1,2010-01-21 16:00:00
17,21.0,-20,-2.0,1033.0,10.73,0,0,1,0,0,1,2010-01-21 17:00:00
18,40.0,-20,-2.0,1034.0,15.65,0,0,1,0,0,1,2010-01-21 18:00:00
19,51.0,-19,-3.0,1034.0,21.46,0,0,1,0,0,1,2010-01-21 19:00:00
20,45.0,-19,-3.0,1035.0,25.48,0,0,1,0,0,1,2010-01-21 20:00:00
21,61.0,-17,-8.0,1035.0,0.89,0,0,1,0,1,0,2010-01-21 21:00:00
22,72.0,-18,-9.0,1035.0,1.79,0,0,1,0,0,1,2010-01-21 22:00:00
23,38.0,-18,-9.0,1035.0,3.58,0,0,1,0,0,1,2010-01-21 23:00:00
0,35.0,-18,-6.0,1036.0,7.6,0,0,1,0,0,1,2010-01-22 00:00:00
1,29.0,-20,-4.0,1037.0,17.43,0,0,1,0,0,1,2010-01-22 01:00:00
2,26.0,-21,-5.0,1037.0,27.26,0,0,1,0,0,1,2010-01-22 02:00:00
3,18.0,-21,-6.0,1037.0,35.31,0,0,1,0,0,1,2010-01-22 03:00:00
4,15.0,-20,-7.0,1036.0,42.46,0,0,1,0,0,1,2010-01-22 04:00:00
5,15.0,-20,-7.0,1035.0,48.27,0,0,1,0,0,1,2010-01-22 05:00:00
6,22.0,-20,-7.0,1035.0,54.08,0,0,1,0,0,1,2010-01-22 06:00:00
7,21.0,-20,-7.0,1036.0,59.0,0,0,1,0,0,1,2010-01-22 07:00:00
8,19.0,-19,-7.0,1036.0,63.92,0,0,1,0,0,1,2010-01-22 08:00:00
9,22.0,-20,-5.0,1036.0,67.94,0,0,1,0,0,1,2010-01-22 09:00:00
10,25.0,-19,-4.0,1036.0,75.09,0,0,1,0,0,1,2010-01-22 10:00:00
11,22.0,-19,-4.0,1036.0,84.03,0,0,1,0,0,1,2010-01-22 11:00:00
12,26.0,-19,-3.0,1035.0,95.21,0,0,1,0,0,1,2010-01-22 12:00:00
13,32.0,-18,-3.0,1034.0,105.04,0,0,1,0,0,1,2010-01-22 13:00:00
14,30.0,-19,-2.0,1033.0,114.87,0,0,1,0,0,1,2010-01-22 14:00:00
15,32.0,-18,-2.0,1032.0,124.7,0,0,1,0,0,1,2010-01-22 15:00:00
16,30.0,-18,-2.0,1032.0,133.64,0,0,1,0,0,1,2010-01-22 16:00:00
17,32.0,-18,-2.0,1032.0,139.45,0,0,1,0,0,1,2010-01-22 17:00:00
18,37.0,-18,-3.0,1032.0,144.37,0,0,1,0,0,1,2010-01-22 18:00:00
19,49.0,-17,-5.0,1033.0,149.29,0,0,1,0,0,1,2010-01-22 19:00:00
20,47.0,-18,-4.0,1033.0,153.31,0,0,1,0,0,1,2010-01-22 20:00:00
21,39.0,-17,-4.0,1032.0,159.12,0,0,1,0,0,1,2010-01-22 21:00:00
22,35.0,-17,-4.0,1032.0,164.04,0,0,1,0,0,1,2010-01-22 22:00:00
23,48.0,-17,-7.0,1032.0,168.06,0,0,1,0,0,1,2010-01-22 23:00:00
0,49.0,-17,-4.0,1033.0,172.08,0,0,1,0,0,1,2010-01-23 00:00:00
1,24.0,-17,-8.0,1033.0,0.89,0,0,0,0,0,0,2010-01-23 01:00:00
2,23.0,-17,-5.0,1032.0,4.92,0,0,1,0,0,1,2010-01-23 02:00:00
3,20.0,-18,-6.0,1032.0,8.05,0,0,1,0,0,1,2010-01-23 03:00:00
4,19.0,-18,-5.0,1031.0,12.97,0,0,1,0,0,1,2010-01-23 04:00:00
5,16.0,-18,-6.0,1031.0,16.1,0,0,1,0,0,1,2010-01-23 05:00:00
6,22.0,-18,-7.0,1031.0,20.12,0,0,1,0,0,1,2010-01-23 06:00:00
7,24.0,-18,-7.0,1031.0,24.14,0,0,1,0,0,1,2010-01-23 07:00:00
8,24.0,-18,-6.0,1031.0,25.93,0,0,1,0,0,1,2010-01-23 08:00:00
9,41.0,-18,-2.0,1031.0,30.85,0,0,1,0,0,1,2010-01-23 09:00:00
10,23.0,-17,-1.0,1031.0,38.9,0,0,1,0,0,1,2010-01-23 10:00:00
11,19.0,-17,0.0,1030.0,46.95,0,0,1,0,0,1,2010-01-23 11:00:00
12,15.0,-19,1.0,1029.0,55.0,0,0,1,0,0,1,2010-01-23 12:00:00
13,19.0,-20,2.0,1027.0,63.05,0,0,1,0,0,1,2010-01-23 13:00:00
14,17.0,-19,2.0,1025.0,71.1,0,0,1,0,0,1,2010-01-23 14:00:00
15,17.0,-19,3.0,1024.0,79.15,0,0,1,0,0,1,2010-01-23 15:00:00
16,22.0,-19,3.0,1024.0,86.3,0,0,1,0,0,1,2010-01-23 16:00:00
17,,-18,2.0,1024.0,91.22,0,0,1,0,0,1,2010-01-23 17:00:00
18,,-18,1.0,1024.0,96.14,0,0,1,0,0,1,2010-01-23 18:00:00
19,,-17,0.0,1024.0,100.16,0,0,1,0,0,1,2010-01-23 19:00:00
20,,-18,0.0,1024.0,1.79,0,0,0,1,1,0,2010-01-23 20:00:00
21,,-15,-3.0,1024.0,0.89,0,0,0,0,0,0,2010-01-23 21:00:00
22,,-16,0.0,1023.0,1.79,0,0,1,0,0,1,2010-01-23 22:00:00
23,,-16,0.0,1023.0,4.92,0,0,1,0,0,1,2010-01-23 23:00:00
0,,-15,-2.0,1022.0,6.71,0,0,1,0,0,1,2010-01-24 00:00:00
1,,-14,-7.0,1022.0,0.45,0,0,0,0,0,0,2010-01-24 01:00:00
2,,-14,-8.0,1021.0,1.79,0,0,1,0,0,1,2010-01-24 02:00:00
3,,-16,-11.0,1021.0,3.58,0,0,1,0,0,1,2010-01-24 03:00:00
4,,-14,-9.0,1019.0,4.47,0,0,1,0,0,1,2010-01-24 04:00:00
5,,-15,-10.0,1019.0,0.89,0,0,0,0,0,0,2010-01-24 05:00:00
6,,-16,-12.0,1019.0,0.89,0,0,0,1,1,0,2010-01-24 06:00:00
7,,-15,-12.0,1019.0,0.89,0,0,0,0,0,0,2010-01-24 07:00:00
8,,-16,-13.0,1019.0,1.79,0,0,1,0,1,0,2010-01-24 08:00:00
9,,-13,-7.0,1020.0,0.89,0,0,0,0,0,0,2010-01-24 09:00:00
10,,-12,-4.0,1019.0,1.78,0,0,0,0,0,0,2010-01-24 10:00:00
11,,-13,0.0,1019.0,2.67,0,0,0,0,0,0,2010-01-24 11:00:00
12,,-16,4.0,1018.0,4.02,0,0,1,0,0,1,2010-01-24 12:00:00
13,,-19,5.0,1017.0,13.85,0,0,1,0,0,1,2010-01-24 13:00:00
14,,-18,5.0,1017.0,22.79,0,0,1,0,0,1,2010-01-24 14:00:00
15,,-19,5.0,1017.0,32.62,0,0,1,0,0,1,2010-01-24 15:00:00
16,,-20,5.0,1018.0,40.67,0,0,1,0,0,1,2010-01-24 16:00:00
17,,-19,3.0,1020.0,49.61,0,0,1,0,0,1,2010-01-24 17:00:00
18,,-18,1.0,1023.0,61.68,0,0,1,0,0,1,2010-01-24 18:00:00
19,,-20,-1.0,1027.0,76.88,0,0,1,0,0,1,2010-01-24 19:00:00
20,,-20,-2.0,1028.0,89.84,0,0,1,0,0,1,2010-01-24 20:00:00
21,,-21,-3.0,1029.0,98.78,0,0,1,0,0,1,2010-01-24 21:00:00
22,,-25,-4.0,1030.0,113.98,0,0,1,0,0,1,2010-01-24 22:00:00
23,,-26,-5.0,1031.0,129.18,0,0,1,0,0,1,2010-01-24 23:00:00
0,,-25,-5.0,1031.0,141.25,0,0,1,0,0,1,2010-01-25 00:00:00
1,,-25,-6.0,1031.0,150.19,0,0,1,0,0,1,2010-01-25 01:00:00
2,,-24,-6.0,1032.0,162.26,0,0,1,0,0,1,2010-01-25 02:00:00
3,,-24,-6.0,1033.0,172.09,0,0,1,0,0,1,2010-01-25 03:00:00
4,,-23,-6.0,1033.0,181.92,0,0,1,0,0,1,2010-01-25 04:00:00
5,,-22,-7.0,1033.0,187.73,0,0,1,0,0,1,2010-01-25 05:00:00
6,,-21,-7.0,1033.0,192.65,0,0,1,0,0,1,2010-01-25 06:00:00
7,,-21,-7.0,1034.0,196.67,0,0,1,0,0,1,2010-01-25 07:00:00
8,,-21,-6.0,1035.0,201.59,0,0,1,0,0,1,2010-01-25 08:00:00
9,,-21,-4.0,1036.0,207.4,0,0,1,0,0,1,2010-01-25 09:00:00
10,,-22,-3.0,1036.0,216.34,0,0,1,0,0,1,2010-01-25 10:00:00
11,,-22,-2.0,1036.0,222.15,0,0,1,0,0,1,2010-01-25 11:00:00
12,,-23,-1.0,1035.0,230.2,0,0,1,0,0,1,2010-01-25 12:00:00
13,,-26,1.0,1033.0,238.25,0,0,1,0,0,1,2010-01-25 13:00:00
14,,-25,2.0,1032.0,245.4,0,0,1,0,0,1,2010-01-25 14:00:00
15,,-25,2.0,1031.0,252.55,0,0,1,0,0,1,2010-01-25 15:00:00
16,,-24,2.0,1031.0,257.47,0,0,1,0,0,1,2010-01-25 16:00:00
17,,-22,1.0,1031.0,4.02,0,0,0,1,1,0,2010-01-25 17:00:00
18,,-19,-1.0,1031.0,7.15,0,0,0,1,1,0,2010-01-25 18:00:00
19,,-19,-1.0,1031.0,10.28,0,0,0,1,1,0,2010-01-25 19:00:00
20,,-17,-4.0,1031.0,12.07,0,0,0,1,1,0,2010-01-25 20:00:00
21,,-18,-1.0,1031.0,15.2,0,0,0,1,1,0,2010-01-25 21:00:00
22,,-18,-5.0,1030.0,0.89,0,0,0,0,0,0,2010-01-25 22:00:00
23,,-18,-3.0,1030.0,3.13,0,0,0,1,1,0,2010-01-25 23:00:00
0,,-16,-9.0,1030.0,0.89,0,0,0,0,0,0,2010-01-26 00:00:00
1,,-16,-8.0,1029.0,1.78,0,0,0,0,0,0,2010-01-26 01:00:00
2,,-16,-11.0,1029.0,2.23,0,0,0,0,0,0,2010-01-26 02:00:00
3,,-16,-12.0,1029.0,3.12,0,0,0,0,0,0,2010-01-26 03:00:00
4,,-16,-10.0,1028.0,3.13,0,0,1,0,0,1,2010-01-26 04:00:00
5,,-17,-10.0,1028.0,4.92,0,0,1,0,0,1,2010-01-26 05:00:00
6,,-17,-12.0,1027.0,6.71,0,0,1,0,0,1,2010-01-26 06:00:00
7,,-17,-10.0,1027.0,8.5,0,0,1,0,0,1,2010-01-26 07:00:00
